,Framework Name,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
532,PRINTR3D PHP Wrapper, The PRINTR3D PHP Wrapper is designed to allow developers to easily integrate their PHP web applications with the Printr REST API's 3D printing services. This wrapper is being actively developed and updated by PRINTR.,07.20.2014,https://www.programmableweb.com/framework/printr3d-php-wrapper,PHP,PRINTR,https://github.com/PRINTR3D/php_wrapper,,
533,FlickrKit, FlickrKit is a library written in iOS Objective-C to help developers access the Flickr API. It is currently used by the Galleryr Pro iPad app.The library requires iOS 6.0 or above and has not been tested with older iOS versions.,07.13.2014,https://www.programmableweb.com/framework/flickrkit,Objective-C,Flickr,https://github.com/devedup/FlickrKit,,
534,ObjectiveFlickr," ObjectiveFlickr is a framework for implementing the Flickr API in Objective-C. ObjectiveFlickr was designed for use in Mac and iPhone applications, but since it was developed for iOS 2.0, it may require some updates to match the current iOS version.",07.13.2014,https://www.programmableweb.com/framework/objectiveflickr,Objective-C,,https://github.com/lukhnos/objectiveflickr,,
535,Fastuc," The very first Hacklang framework. It takes the best of the language and bring it to your applications: safety, speed and verboseness.",07.08.2014,https://www.programmableweb.com/framework/fastuc,PHP,,http://fastuc.org,https://github.com/fastuc/framework,
536,OpenBR," The OpenBR project has produced a new language for image recognition used to express algorithms. Each word in the language corresponds to a plugin that performs a specific transformation on an image, allowing for highly decoupled development of the individual steps in an algorithm. The OpenBR 0.4.0 framework (Open Source Biometric Recognition) and related APIs apply complex algorithms to measure facial features and give access control using advanced biometrics. The C++ plugins include Face Recognition, Age Estimation, and Gender Estimation. OpenBR is written in a subset of C++ and is known to work with all popular modern C++ compilers. The project is actively maintained on Windows, Mac, and Linux, with ports to Android &amp; iOS.",07.06.2014,https://www.programmableweb.com/framework/openbr,"C, C++",Independent Developer,http://openbiometrics.org/doxygen/latest/index.html,,
537,Node IMDB API, Node IMDB API is a Node.js interface to the Unofficial IMDB API. It provides developers with a non-scraping method for getting information from IMDB.,06.21.2014,https://www.programmableweb.com/framework/node-imdb-api,Node.js,,https://github.com/worr/node-imdb-api,,
538,DocuSign Mobile SDK," The DocuSign Mobile SDK for iOS allows developers to integrate Digital Transaction Management services and eSignature functionality into mobile apps. With the SDK, developers can implement functionality such as signing and completing document-based transactions as well as hosting in-person signing sessions from within a mobile app.",06.04.2014,https://www.programmableweb.com/framework/docusign-mobile-sdk,Objective-C,DocuSign,https://www.docusign.com/features-and-benefits/mobile/sdk,https://github.com/docusign/docusign-ios-sdk,
539,Google Data APIs .NET SDK," This .NET SDK provides easy access to the Google Data APIs. It supports services like YouTube, Google Calendar, and Contacts. The Google Data APIs use the AtomPub protocol to read and write data to Google Services. Services supported include Google Calendar, Contacts, YouTube and more. This is a reference to a Google Code project.",05.29.2014,https://www.programmableweb.com/framework/google-data-apis-.net-sdk,.Net,,http://googledataapi.codeplex.com/,,
540,Famo.us," Famo.us is an open source JavaScript framework for mobile applications. The best known feature of Famo.us is its rendering engine and 3D physics engine that can render to DOM, Canvas or WebGL. Developers can take advantage of the rendering and physics engine to build native speed apps and games in HTML5. Famo.us runs on iOS, Android, Kindle and Firefox devices and integrates with Angular, Backbone, Meteor and Facebook React.",05.21.2014,https://www.programmableweb.com/framework/famo.us,JavaScript,Famo.us,http://famo.us/,https://github.com/famous/famous/,
541,Crafted.Twitter, Crafted.Twitter is compromised of an ASP .Net web form and MVC HTMLhelper extension to help developers implement tweets on their website.,05.21.2014,https://www.programmableweb.com/framework/crafted.twitter,.Net,GitHub,https://github.com/craftedmedia/Crafted.Twitter,https://github.com/craftedmedia/Crafted.Twitter,
542,Zend Framework 2," Zend Framework 2 is an open source object oriented framework for developing web applications in PHP 5. Zend Framework uses many of the new features of PHP 5.3, including namespaces, late static binding, lambda functions and closures.",05.16.2014,https://www.programmableweb.com/framework/zend-framework-2,PHP,Zend,http://framework.zend.com/,https://github.com/zendframework/zf2,
543,Spring.NET Social Extension for Twitter, Spring Application Framework provides connection support and API binding for Twitter.,05.10.2014,https://www.programmableweb.com/framework/spring.net-social-extension-twitter,.Net,,http://www.springframework.net/social-twitter/,https://github.com/spring-projects/spring-net-social-twitter,
544,ASP Twitter, Simple ASP code library supporting the Twitter API v 1.1,05.09.2014,https://www.programmableweb.com/framework/asp-twitter,"Java, PHP, Python, Ruby",Twitter,http://www.timacheson.com/Blog/2013/jun/asptwitter,,
545,iOS Twitter Framework, The Twitter iOS framework provides developers with framework examples for iOS5+ and iOS6+,05.09.2014,https://www.programmableweb.com/framework/ios-twitter-framework,Unspecified,Twitter,https://dev.twitter.com/docs/ios,,
546,FRAPI, FRAPI is an API Open Source RESTful API Framework consisting of two specific parts: The administration interface and the public API. It is designed to let developers focus on business logic and not the frontend presentation layer.,04.29.2014,https://www.programmableweb.com/framework/frapi,PHP,,http://getfrapi.com/,https://github.com/frapi/frapi,
547,Recess," Recess is a RESTful, full-stack PHP framework designed to support both experienced and beginning developers. Its small footprint makes it a good choice for LAMP development. Recess is designed for PHP 5 and uses a loosely coupled Model-View Controller.",04.29.2014,https://www.programmableweb.com/framework/recess,PHP,,http://www.recessframework.org/,https://github.com/recess/recess,
